"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"consent","2639","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","html-button-response","0","2.0.0","2644","pilot_sv3offwvby","","","","","","","","","","","","","",""
"","7779","","","instructions","1","2.0.0","10675","pilot_sv3offwvby","","","[{""page_index"":0,""viewing_time"":7779}]","","","","","","","","","","",""
"practice_round","4911","<p style=""font-size: 32px;"">First, Sarah <strong>feels safe</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>feels nauseated</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling safe</strong> made her <strong>feel nauseated</strong>?</span></p>","15","html-slider-response","2","2.0.0","15841","pilot_sv3offwvby","","","","50","","","","","","","","","",""
"practice_feedback","1452","","","instructions","3","2.0.0","17545","pilot_sv3offwvby","","","[{""page_index"":0,""viewing_time"":1451}]","","","","","","","","","","",""
"causal_trial_1","5605","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>feel tired</strong>?</span></p>","75","html-slider-response","4","2.0.0","23406","pilot_sv3offwvby","","","","50","feel hungry","feel tired","physiological","physiological","","","","","",""
"causal_trial_2","3846","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>sit down</strong>?</span></p>","82","html-slider-response","5","2.0.0","27506","pilot_sv3offwvby","","","","50","feel pain","sit down","physiological","physical","","","","","",""
"causal_trial_3","3964","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>think about something</strong>?</span></p>","18","html-slider-response","6","2.0.0","31724","pilot_sv3offwvby","","","","50","feel pain","think about something","physiological","cognitive","","","","","",""
"causal_trial_4","2996","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>feel pain</strong>?</span></p>","77","html-slider-response","7","2.0.0","34974","pilot_sv3offwvby","","","","50","reach for something","feel pain","physical","physiological","","","","","",""
"causal_trial_5","3579","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>think about something</strong>?</span></p>","93","html-slider-response","8","2.0.0","38807","pilot_sv3offwvby","","","","50","kick something","think about something","physical","cognitive","","","","","",""
"causal_trial_6","2546","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>kick something</strong>?</span></p>","20","html-slider-response","9","2.0.0","41607","pilot_sv3offwvby","","","","50","sit down","kick something","physical","physical","","","","","",""
"causal_trial_7","2463","<p style=""font-size: 32px;"">First, Sarah <strong>saw something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>seeing something</strong> made her <strong>hear something</strong>?</span></p>","69","html-slider-response","10","2.0.0","44325","pilot_sv3offwvby","","","","50","see something","hear something","cognitive","cognitive","","","","","",""
"causal_trial_8","2645","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>feel hungry</strong>?</span></p>","78","html-slider-response","11","2.0.0","47224","pilot_sv3offwvby","","","","50","take a walk","feel hungry","physical","physiological","","","","","",""
"causal_trial_9","2414","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>see something</strong>?</span></p>","23","html-slider-response","12","2.0.0","49891","pilot_sv3offwvby","","","","50","reach for something","see something","physical","cognitive","","","","","",""
"attention_check_1","2930","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move the slider all the way to the&nbsp;&nbsp;<strong>left</strong></p>","0","html-slider-response","13","2.0.0","53074","pilot_sv3offwvby","","","","50","","","","","true","","","","",""
"causal_trial_10","3897","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>jump up and down</strong>?</span></p>","17","html-slider-response","14","2.0.0","57224","pilot_sv3offwvby","","","","50","feel scared","jump up and down","physiological","physical","","","","","",""
"causal_trial_11","2796","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>sit down</strong>?</span></p>","70","html-slider-response","15","2.0.0","60273","pilot_sv3offwvby","","","","50","jump up and down","sit down","physical","physical","","","","","",""
"causal_trial_12","3300","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>feel pain</strong>?</span></p>","91","html-slider-response","16","2.0.0","63827","pilot_sv3offwvby","","","","50","kick something","feel pain","physical","physiological","","","","","",""
"causal_trial_13","2759","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>feel scared</strong>?</span></p>","33","html-slider-response","17","2.0.0","66840","pilot_sv3offwvby","","","","50","feel tired","feel scared","physiological","physiological","","","","","",""
"causal_trial_14","2681","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel tired</strong>?</span></p>","84","html-slider-response","18","2.0.0","69773","pilot_sv3offwvby","","","","50","think about something","feel tired","cognitive","physiological","","","","","",""
"causal_trial_15","3030","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>jump up and down</strong>?</span></p>","33","html-slider-response","19","2.0.0","73056","pilot_sv3offwvby","","","","50","take a walk","jump up and down","physical","physical","","","","","",""
"causal_trial_16","3297","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>reach for something</strong>?</span></p>","74","html-slider-response","20","2.0.0","76607","pilot_sv3offwvby","","","","50","feel scared","reach for something","physiological","physical","","","","","",""
