"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"consent","14133","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","html-button-response","0","2.0.0","14172","pilot_hn1zep0ba1","","","","","","","","","","","","","",""
"","16843","","","instructions","1","2.0.0","31277","pilot_hn1zep0ba1","","","[{""page_index"":0,""viewing_time"":16842}]","","","","","","","","","","",""
"practice_round","12276","<p style=""font-size: 32px;"">First, Sarah <strong>feels safe</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>feels nauseated</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling safe</strong> made her <strong>feel nauseated</strong>?</span></p>","24","html-slider-response","2","2.0.0","43810","pilot_hn1zep0ba1","","","","50","","","","","","","","","",""
"practice_feedback","2128","","","instructions","3","2.0.0","46197","pilot_hn1zep0ba1","","","[{""page_index"":0,""viewing_time"":2128}]","","","","","","","","","","",""
"causal_trial_1","9487","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>remember something</strong>?</span></p>","75","html-slider-response","4","2.0.0","55950","pilot_hn1zep0ba1","","","","50","feel scared","remember something","physiological","cognitive","","","","","",""
"causal_trial_2","6539","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>take a walk</strong>?</span></p>","75","html-slider-response","5","2.0.0","62752","pilot_hn1zep0ba1","","","","50","feel tired","take a walk","physiological","physical","","","","","",""
"causal_trial_3","16450","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>feel pain</strong>?</span></p>","75","html-slider-response","6","2.0.0","79464","pilot_hn1zep0ba1","","","","50","sit down","feel pain","physical","physiological","","","","","",""
"causal_trial_4","8043","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>reach for something</strong>?</span></p>","100","html-slider-response","7","2.0.0","87770","pilot_hn1zep0ba1","","","","50","remember something","reach for something","cognitive","physical","","","","","",""
"causal_trial_5","4736","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>take a walk</strong>?</span></p>","0","html-slider-response","8","2.0.0","92763","pilot_hn1zep0ba1","","","","50","sit down","take a walk","physical","physical","","","","","",""
"causal_trial_6","8658","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>hear something</strong>?</span></p>","98","html-slider-response","9","2.0.0","101686","pilot_hn1zep0ba1","","","","50","kick something","hear something","physical","cognitive","","","","","",""
"causal_trial_7","6004","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>feel pain</strong>?</span></p>","12","html-slider-response","10","2.0.0","107960","pilot_hn1zep0ba1","","","","50","hear something","feel pain","cognitive","physiological","","","","","",""
"causal_trial_8","8356","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>feel hungry</strong>?</span></p>","63","html-slider-response","11","2.0.0","116579","pilot_hn1zep0ba1","","","","50","choose what to do","feel hungry","cognitive","physiological","","","","","",""
"causal_trial_9","8837","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>remember something</strong>?</span></p>","39","html-slider-response","12","2.0.0","125680","pilot_hn1zep0ba1","","","","50","choose what to do","remember something","cognitive","cognitive","","","","","",""
"attention_check_1","6280","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move the slider all the way to the&nbsp;&nbsp;<strong>left</strong></p>","0","html-slider-response","13","2.0.0","132216","pilot_hn1zep0ba1","","","","50","","","","","true","","","","",""
"causal_trial_10","6635","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>think about something</strong>?</span></p>","64","html-slider-response","14","2.0.0","139114","pilot_hn1zep0ba1","","","","50","hear something","think about something","cognitive","cognitive","","","","","",""
"causal_trial_11","8557","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel hungry</strong>?</span></p>","56","html-slider-response","15","2.0.0","147932","pilot_hn1zep0ba1","","","","50","remember something","feel hungry","cognitive","physiological","","","","","",""
"causal_trial_12","6545","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>reach for something</strong>?</span></p>","75","html-slider-response","16","2.0.0","154740","pilot_hn1zep0ba1","","","","50","choose what to do","reach for something","cognitive","physical","","","","","",""
"causal_trial_13","5124","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel pain</strong>?</span></p>","35","html-slider-response","17","2.0.0","160118","pilot_hn1zep0ba1","","","","50","remember something","feel pain","cognitive","physiological","","","","","",""
"causal_trial_14","4623","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>reach for something</strong>?</span></p>","60","html-slider-response","18","2.0.0","164998","pilot_hn1zep0ba1","","","","50","hear something","reach for something","cognitive","physical","","","","","",""
"causal_trial_15","6237","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>saw something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>see something</strong>?</span></p>","85","html-slider-response","19","2.0.0","171493","pilot_hn1zep0ba1","","","","50","take a walk","see something","physical","cognitive","","","","","",""
"causal_trial_16","4443","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>feel sick</strong>?</span></p>","9","html-slider-response","20","2.0.0","176203","pilot_hn1zep0ba1","","","","50","reach for something","feel sick","physical","physiological","","","","","",""
