"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"consent","52299","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","html-button-response","0","2.0.0","52324","pilot_bzhngrpsyr","","","","","","","","","","","","","",""
"","4533","","","instructions","1","2.0.0","57117","pilot_bzhngrpsyr","","","[{""page_index"":0,""viewing_time"":4533}]","","","","","","","","","","",""
"practice_round","113760","<p style=""font-size: 32px;"">First, Sarah <strong>feels safe</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>feels nauseated</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling safe</strong> made her <strong>feel nauseated</strong>?</span></p>","45","html-slider-response","2","2.0.0","171134","pilot_bzhngrpsyr","","","","50","","","","","","","","","",""
"practice_feedback","43205","","","instructions","3","2.0.0","214592","pilot_bzhngrpsyr","","","[{""page_index"":0,""viewing_time"":43205}]","","","","","","","","","","",""
"causal_trial_1","71460","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>feel sick</strong>?</span></p>","40","html-slider-response","4","2.0.0","286312","pilot_bzhngrpsyr","","","","50","feel pain","feel sick","physiological","physiological","","","","","",""
"causal_trial_2","7402","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>feel sick</strong>?</span></p>","68","html-slider-response","5","2.0.0","293971","pilot_bzhngrpsyr","","","","50","take a walk","feel sick","physical","physiological","","","","","",""
"causal_trial_3","18390","<p style=""font-size: 32px;"">First, Sarah <strong>chose what to do</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>choosing what to do</strong> made her <strong>jump up and down</strong>?</span></p>","40","html-slider-response","6","2.0.0","312620","pilot_bzhngrpsyr","","","","50","choose what to do","jump up and down","cognitive","physical","","","","","",""
"causal_trial_4","11396","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>feel tired</strong>?</span></p>","69","html-slider-response","7","2.0.0","324280","pilot_bzhngrpsyr","","","","50","feel sick","feel tired","physiological","physiological","","","","","",""
"causal_trial_5","16593","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>take a walk</strong>?</span></p>","30","html-slider-response","8","2.0.0","341132","pilot_bzhngrpsyr","","","","50","hear something","take a walk","cognitive","physical","","","","","",""
"causal_trial_6","13991","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>remembered something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>remember something</strong>?</span></p>","34","html-slider-response","9","2.0.0","355384","pilot_bzhngrpsyr","","","","50","hear something","remember something","cognitive","cognitive","","","","","",""
"causal_trial_7","13264","<p style=""font-size: 32px;"">First, Sarah <strong>felt hungry</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling hungry</strong> made her <strong>think about something</strong>?</span></p>","43","html-slider-response","10","2.0.0","368902","pilot_bzhngrpsyr","","","","50","feel hungry","think about something","physiological","cognitive","","","","","",""
"causal_trial_8","17907","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>feel tired</strong>?</span></p>","40","html-slider-response","11","2.0.0","387075","pilot_bzhngrpsyr","","","","50","kick something","feel tired","physical","physiological","","","","","",""
"causal_trial_9","7411","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>reach for something</strong>?</span></p>","36","html-slider-response","12","2.0.0","394745","pilot_bzhngrpsyr","","","","50","sit down","reach for something","physical","physical","","","","","",""
"attention_check_1","20499","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move the slider all the way to the&nbsp;&nbsp;<strong>left</strong></p>","0","html-slider-response","13","2.0.0","415496","pilot_bzhngrpsyr","","","","50","","","","","true","","","","",""
"causal_trial_10","6360","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>hear something</strong>?</span></p>","55","html-slider-response","14","2.0.0","422119","pilot_bzhngrpsyr","","","","50","feel scared","hear something","physiological","cognitive","","","","","",""
"causal_trial_11","9510","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>take a walk</strong>?</span></p>","61","html-slider-response","15","2.0.0","431882","pilot_bzhngrpsyr","","","","50","feel sick","take a walk","physiological","physical","","","","","",""
"causal_trial_12","8740","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>choose what to do</strong>?</span></p>","36","html-slider-response","16","2.0.0","440891","pilot_bzhngrpsyr","","","","50","feel tired","choose what to do","physiological","cognitive","","","","","",""
"causal_trial_13","9001","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>choose what to do</strong>?</span></p>","43","html-slider-response","17","2.0.0","450144","pilot_bzhngrpsyr","","","","50","think about something","choose what to do","cognitive","cognitive","","","","","",""
"causal_trial_14","11344","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel tired</strong>?</span></p>","34","html-slider-response","18","2.0.0","461744","pilot_bzhngrpsyr","","","","50","think about something","feel tired","cognitive","physiological","","","","","",""
"causal_trial_15","13914","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>jump up and down</strong>?</span></p>","68","html-slider-response","19","2.0.0","475915","pilot_bzhngrpsyr","","","","50","remember something","jump up and down","cognitive","physical","","","","","",""
"causal_trial_16","5310","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>feel hungry</strong>?</span></p>","39","html-slider-response","20","2.0.0","481481","pilot_bzhngrpsyr","","","","50","jump up and down","feel hungry","physical","physiological","","","","","",""
"causal_trial_17","9315","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>jump up and down</strong>?</span></p>","45","html-slider-response","21","2.0.0","491059","pilot_bzhngrpsyr","","","","50","feel scared","jump up and down","physiological","physical","","","","","",""
"causal_trial_18","8213","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel hungry</strong>?</span></p>","46","html-slider-response","22","2.0.0","499529","pilot_bzhngrpsyr","","","","50","remember something","feel hungry","cognitive","physiological","","","","","",""
"attention_check_2","21461","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider to&nbsp;&nbsp;<strong>'Maybe yes'</strong></p>","75","html-slider-response","23","2.0.0","521257","pilot_bzhngrpsyr","","","","50","","","","","false","","","","",""
"causal_trial_19","17842","<p style=""font-size: 32px;"">First, Sarah <strong>felt tired</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>took a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling tired</strong> made her <strong>take a walk</strong>?</span></p>","35","html-slider-response","24","2.0.0","539368","pilot_bzhngrpsyr","","","","50","feel tired","take a walk","physiological","physical","","","","","",""
"causal_trial_20","32030","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>hear something</strong>?</span></p>","35","html-slider-response","25","2.0.0","571659","pilot_bzhngrpsyr","","","","50","sit down","hear something","physical","cognitive","","","","","",""
"causal_trial_21","15413","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>feel pain</strong>?</span></p>","32","html-slider-response","26","2.0.0","587331","pilot_bzhngrpsyr","","","","50","jump up and down","feel pain","physical","physiological","","","","","",""
"causal_trial_22","27166","<p style=""font-size: 32px;"">First, Sarah <strong>thought about something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>thinking about something</strong> made her <strong>feel scared</strong>?</span></p>","43","html-slider-response","27","2.0.0","614758","pilot_bzhngrpsyr","","","","50","think about something","feel scared","cognitive","physiological","","","","","",""
"causal_trial_23","5949","<p style=""font-size: 32px;"">First, Sarah <strong>jumped up and down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>kicked something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>jumping up and down</strong> made her <strong>kick something</strong>?</span></p>","39","html-slider-response","28","2.0.0","620972","pilot_bzhngrpsyr","","","","50","jump up and down","kick something","physical","physical","","","","","",""
"causal_trial_24","7222","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>feel tired</strong>?</span></p>","41","html-slider-response","29","2.0.0","628450","pilot_bzhngrpsyr","","","","50","remember something","feel tired","cognitive","physiological","","","","","",""
"causal_trial_25","6378","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>jumped up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>jump up and down</strong>?</span></p>","42","html-slider-response","30","2.0.0","635084","pilot_bzhngrpsyr","","","","50","hear something","jump up and down","cognitive","physical","","","","","",""
"causal_trial_26","6213","<p style=""font-size: 32px;"">First, Sarah <strong>felt pain</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>chose what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling pain</strong> made her <strong>choose what to do</strong>?</span></p>","41","html-slider-response","31","2.0.0","641563","pilot_bzhngrpsyr","","","","50","feel pain","choose what to do","physiological","cognitive","","","","","",""
"causal_trial_27","6199","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>thought about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>think about something</strong>?</span></p>","54","html-slider-response","32","2.0.0","648023","pilot_bzhngrpsyr","","","","50","feel scared","think about something","physiological","cognitive","","","","","",""
"attention_check_3","5989","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider all the way to the&nbsp;&nbsp;<strong>right</strong></p>","46","html-slider-response","33","2.0.0","654280","pilot_bzhngrpsyr","","","","50","","","","","false","","","","",""
"causal_trial_28","5426","<p style=""font-size: 32px;"">First, Sarah <strong>felt scared</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>sat down</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling scared</strong> made her <strong>sit down</strong>?</span></p>","45","html-slider-response","34","2.0.0","659968","pilot_bzhngrpsyr","","","","50","feel scared","sit down","physiological","physical","","","","","",""
"causal_trial_29","4599","<p style=""font-size: 32px;"">First, Sarah <strong>felt sick</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling sick</strong> made her <strong>feel hungry</strong>?</span></p>","45","html-slider-response","35","2.0.0","664823","pilot_bzhngrpsyr","","","","50","feel sick","feel hungry","physiological","physiological","","","","","",""
