"trial_id","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","view_history","slider_start","itemA","itemB","categoryA","categoryB","correct","feedback","age","ethnicity","gender","race"
"consent","8393","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 8 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 8 minutes, your payment will amount to $2.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","html-button-response","0","2.0.0","8400","pilot_w9ul6gfmx6","","","","","","","","","","","","","",""
"","19931","","","instructions","1","2.0.0","28587","pilot_w9ul6gfmx6","","","[{""page_index"":0,""viewing_time"":19931}]","","","","","","","","","","",""
"practice_round","34472","<p style=""font-size: 32px;"">First, Sarah <strong>feels safe</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>feels nauseated</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>feeling safe</strong> made her <strong>feel nauseated</strong>?</span></p>","82","html-slider-response","2","2.0.0","63315","pilot_w9ul6gfmx6","","","","50","","","","","","","","","",""
"practice_feedback","1554","","","instructions","3","2.0.0","65120","pilot_w9ul6gfmx6","","","[{""page_index"":0,""viewing_time"":1554}]","","","","","","","","","","",""
"causal_trial_1","13409","<p style=""font-size: 32px;"">First, Sarah <strong>reached for something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>reaching for something</strong> made her <strong>hear something</strong>?</span></p>","72","html-slider-response","4","2.0.0","78784","pilot_w9ul6gfmx6","","","","50","reach for something","hear something","physical","cognitive","","","","","",""
"causal_trial_2","9921","<p style=""font-size: 32px;"">First, Sarah <strong>remembered something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>remembering something</strong> made her <strong>hear something</strong>?</span></p>","15","html-slider-response","5","2.0.0","88968","pilot_w9ul6gfmx6","","","","50","remember something","hear something","cognitive","cognitive","","","","","",""
"causal_trial_3","26254","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>reached for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>reach for something</strong>?</span></p>","84","html-slider-response","6","2.0.0","115476","pilot_w9ul6gfmx6","","","","50","kick something","reach for something","physical","physical","","","","","",""
"causal_trial_4","3349","<p style=""font-size: 32px;"">First, Sarah <strong>sat down</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>heard something</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>sitting down</strong> made her <strong>hear something</strong>?</span></p>","71","html-slider-response","7","2.0.0","119093","pilot_w9ul6gfmx6","","","","50","sit down","hear something","physical","cognitive","","","","","",""
"causal_trial_5","9745","<p style=""font-size: 32px;"">First, Sarah <strong>kicked something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>kicking something</strong> made her <strong>feel scared</strong>?</span></p>","80","html-slider-response","8","2.0.0","129091","pilot_w9ul6gfmx6","","","","50","kick something","feel scared","physical","physiological","","","","","",""
"causal_trial_6","4650","<p style=""font-size: 32px;"">First, Sarah <strong>took a walk</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>taking a walk</strong> made her <strong>feel hungry</strong>?</span></p>","79","html-slider-response","9","2.0.0","134009","pilot_w9ul6gfmx6","","","","50","take a walk","feel hungry","physical","physiological","","","","","",""
"causal_trial_7","7011","<p style=""font-size: 32px;"">First, Sarah <strong>heard something</strong>.
                   <span style=""font-size: 32px"">Then, she <strong>felt pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">Do you think that <strong>hearing something</strong> made her <strong>feel pain</strong>?</span></p>","75","html-slider-response","10","2.0.0","141273","pilot_w9ul6gfmx6","","","","50","hear something","feel pain","cognitive","physiological","","","","","",""
